project_name,gen_tech,balancing_area,full_load_heat_rate,connect_cost_per_mw,variable_o_m,forced_outage_rate,scheduled_outage_rate,capacity_limit_mw,start_year,capacity_mw,overnight_cost,fixed_o_m,project_id,being_built,fuel_code,fuel_oil,load_zone
cerro_prieto_i_u5,geothermal,08-baja_california,0,0,,,14.1,28.2,,28.2,,,1,operational,,,48-mexicali
cerro_prieto_ii_central,geothermal,08-baja_california,0,0,,,14.1,206.6,,206.6,,,2,operational,,,48-mexicali
cerro_prieto_iii_central,geothermal,08-baja_california,0,0,,,14.1,206.6,,206.6,,,3,operational,,,48-mexicali
cerro_prieto_iv_central,geothermal,08-baja_california,0,0,,,14.1,93.9,,93.9,,,4,operational,,,48-mexicali
cerro_prieto_fotovoltaica,solar,08-baja_california,0,0,,,0,5,,5,,,5,operational,,,48-mexicali
cipres_tg,gas_turbine_diesel,08-baja_california,18.2,0,,,5.5,26.7,,26.7,,,6,operational,d_bcn,diesel,47-ensenada
mexicali,combined_cycle_natural_gas,08-baja_california,7.9,0,,,7.7,474.8,,474.8,,,7,operational,g_i_noro,natural_gas,48-mexicali
mexicali_tg_1,gas_turbine_diesel,08-baja_california,22.3,0,,,5.5,25.4,,25.4,,,8,operational,d_bcn,diesel,48-mexicali
mexicali_tg_2,gas_turbine_diesel,08-baja_california,22.3,0,,,5.5,17.6,,17.6,,,9,operational,d_bcn,diesel,48-mexicali
mexicali_tg_3,gas_turbine_diesel,08-baja_california,22.3,0,,,5.5,17.6,,17.6,,,10,operational,d_bcn,diesel,48-mexicali
presidente_juarez_rosarito,combined_cycle_natural_gas,08-baja_california,11,0,,,7.7,749,,749,,,11,operational,g_i_noro,natural_gas,46-tijuana
presidente_juarez_rosarito5_tc,thermal_fuel_oil,08-baja_california,11,0,,,7.1,149.8,,149.8,,,12,operational,c_n_vizc,fuel_oil,46-tijuana
presidente_juarez_rosarito6_tc,thermal_fuel_oil,08-baja_california,11,0,,,7.1,149.8,,149.8,,,13,operational,c_n_vizc,fuel_oil,46-tijuana
tijuana_1_tg,gas_turbine_natural_gas,08-baja_california,10.8,0,,,5.5,29.3,,29.3,,,14,operational,g_i_jovibn,natural_gas,46-tijuana
tijuana_2_tg,gas_turbine_natural_gas,08-baja_california,10.8,0,,,5.5,29.3,,29.3,,,15,operational,g_i_jovibn,natural_gas,46-tijuana
tijuana_3_tg_150mw,gas_turbine_natural_gas,08-baja_california,10.8,0,,,5.5,148.4,,148.4,,,16,operational,g_i_jovibn,natural_gas,46-tijuana
tijuana_tg_central,gas_turbine_natural_gas,08-baja_california,10.8,0,,,5.5,133.5,,133.5,,,17,operational,g_i_jovibn,natural_gas,46-tijuana
baja_california_sur_i,internal_combustion_fuel_oil,09-baja_california_sur,10.3,0,,,7.4,156.8,,156.8,,,18,operational,c_n_chih,fuel_oil,51-la_paz
ciudad_constitucion,gas_turbine_diesel,09-baja_california_sur,19.2,0,,,5.5,32.4,,32.4,,,19,operational,d_bcn,diesel,50-villa_constitucion
guerrero_negro,gas_turbine_diesel,10-baja_california_sur-mulege,27.8,0,,,5.5,12.2,,12.2,,,20,operational,d_bcn,diesel,53-mulege
guerrero_negro_ii,internal_combustion_fuel_oil,10-baja_california_sur-mulege,10.3,0,,,7.4,9.9,,9.9,,,21,operational,c_n_vizc,fuel_oil,53-mulege
la_paz_tg1,gas_turbine_diesel,09-baja_california_sur,18.2,0,,,5.5,17.6,,17.6,,,22,operational,d_bcn,diesel,51-la_paz
la_paz_tg2,gas_turbine_diesel,09-baja_california_sur,18.2,0,,,5.5,24.4,,24.4,,,23,operational,d_bcn,diesel,51-la_paz
los_cabos_cfe_25000,gas_turbine_diesel,09-baja_california_sur,9.6,0,,,5.5,74.1,,74.1,,,24,operational,d_bcn,diesel,52-los_cabos
los_cabos_cfe_30000,gas_turbine_diesel,09-baja_california_sur,11.4,0,,,5.5,102.8,,102.8,,,25,operational,d_bcn,diesel,52-los_cabos
los_cabos_1_tg,gas_turbine_diesel,09-baja_california_sur,18.1,0,,,5.5,29.3,,29.3,,,26,operational,d_bcn,diesel,52-los_cabos
los_cabos_2_tg,gas_turbine_diesel,09-baja_california_sur,18.1,0,,,5.5,26.7,,26.7,,,27,operational,d_bcn,diesel,52-los_cabos
los_cabos_3_tg,gas_turbine_diesel,09-baja_california_sur,18.1,0,,,5.5,26.6,,26.6,,,28,operational,d_bcn,diesel,52-los_cabos
punta_prieta_ii_u1,thermal_diesel,09-baja_california_sur,12,0,,,7.1,35.1,,35.1,,,29,operational,d_bcn,diesel,51-la_paz
punta_prieta_ii_u2,thermal_diesel,09-baja_california_sur,12,0,,,7.1,35.1,,35.1,,,30,operational,d_bcn,diesel,51-la_paz
punta_prieta_ii_u3,thermal_diesel,09-baja_california_sur,12,0,,,7.1,35.1,,35.1,,,31,operational,d_bcn,diesel,51-la_paz
san_carlos_u1,internal_combustion_fuel_oil,09-baja_california_sur,8.4,0,,,7.4,30.4,,30.4,,,32,operational,c_n_chih,fuel_oil,50-villa_constitucion
san_carlos_u2,internal_combustion_fuel_oil,09-baja_california_sur,8.4,0,,,7.4,30.4,,30.4,,,33,operational,c_n_chih,fuel_oil,50-villa_constitucion
san_carlos_u3,internal_combustion_fuel_oil,09-baja_california_sur,8.4,0,,,7.4,39.6,,39.6,,,34,operational,c_n_chih,fuel_oil,50-villa_constitucion
santa_rosalia_u1_u2,internal_combustion_fuel_oil,10-baja_california_sur-mulege,10.3,0,,,7.4,2.4,,2.4,,,35,operational,c_n_vizc,fuel_oil,53-mulege
santa_rosalia_u3_ci,internal_combustion_fuel_oil,10-baja_california_sur-mulege,15.4,0,,,7.4,1.1,,1.1,,,36,operational,c_n_vizc,fuel_oil,53-mulege
santa_rosalia_u4_ci,internal_combustion_fuel_oil,10-baja_california_sur-mulege,15.4,0,,,7.4,1.1,,1.1,,,37,operational,c_n_vizc,fuel_oil,53-mulege
santa_rosalia_u5_ci,internal_combustion_fuel_oil,10-baja_california_sur-mulege,15.4,0,,,7.4,2.6,,2.6,,,38,operational,c_n_vizc,fuel_oil,53-mulege
tres_virgcos_central,geothermal,10-baja_california_sur-mulege,0,0,,,14.1,9.4,,9.4,,,39,operational,,,53-mulege
u_movil,internal_combustion_fuel_oil,10-baja_california_sur-mulege,10.3,0,,,7.4,6.9,,6.9,,,40,operational,c_n_vizc,fuel_oil,53-mulege
chicoasen,hydroelectric,02-oriental,0,0,,,1,2101.4,,2101.4,,,41,operational,,,39-grijalva
aragon,gas_turbine_natural_gas,01-central,10.1,0,,,5.5,31.2,,31.2,,,42,operational,g_central,natural_gas,31-central
atenco_lyfc,gas_turbine_natural_gas,01-central,9.9,0,,,5.5,31.2,,31.2,,,43,operational,g_central,natural_gas,31-central
coapa,gas_turbine_natural_gas,01-central,9.8,0,,,5.5,31.2,,31.2,,,44,operational,g_central,natural_gas,31-central
coyotepec,gas_turbine_natural_gas,01-central,10.1,0,,,5.5,62.4,,62.4,,,45,operational,g_central,natural_gas,31-central
cuautitlan_lyfc,gas_turbine_natural_gas,01-central,10,0,,,5.5,31.2,,31.2,,,46,operational,g_central,natural_gas,31-central
ecatepec_lyfc,gas_turbine_natural_gas,01-central,10.2,0,,,5.5,31.2,,31.2,,,47,operational,g_central,natural_gas,31-central
infiernillo,hydroelectric,03-occidental,0,0,,,1,1050.7,,1050.7,,,48,operational,,,29-lazaro_cardenas
iztapalapa_lyfc,gas_turbine_natural_gas,01-central,10,0,,,5.5,31.2,,31.2,,,49,operational,g_central,natural_gas,31-central
malpaso,hydroelectric,02-oriental,0,0,,,1,945.6,,945.6,,,50,operational,,,39-grijalva
magdalena,gas_turbine_natural_gas,01-central,10.1,0,,,5.5,31.2,,31.2,,,51,operational,g_central,natural_gas,31-central
aguamilpa_solidaridad,hydroelectric,03-occidental,0,0,,,1,840.6,,840.6,,,52,operational,,,22-tepic
nonoalco_lyfc_u1,gas_turbine_natural_gas,01-central,21.2,0,,,5.5,31.2,,31.2,,,53,operational,g_central,natural_gas,31-central
nonoalco_lyfc_u2,gas_turbine_natural_gas,01-central,21.2,0,,,5.5,31.2,,31.2,,,54,operational,g_central,natural_gas,31-central
nonoalco_lyfc_u3,gas_turbine_natural_gas,01-central,21.2,0,,,5.5,41,,41,,,55,operational,g_central,natural_gas,31-central
angostura,hydroelectric,02-oriental,0,0,,,1,788,,788,,,56,operational,,,39-grijalva
remedios_lyfc,gas_turbine_natural_gas,01-central,9.6,0,,,5.5,31.2,,31.2,,,57,operational,g_central,natural_gas,31-central
santa_cruz,gas_turbine_natural_gas,01-central,10.1,0,,,5.5,31.2,,31.2,,,58,operational,g_central,natural_gas,31-central
el_cajon,hydroelectric,03-occidental,0,0,,,1,656.7,,656.7,,,59,operational,,,23-guadalajara
tula,combined_cycle_natural_gas,01-central,10,0,,,7.7,474.8,,474.8,,,60,operational,g,natural_gas,31-central
tula_tc_u1,thermal_fuel_oil,01-central,10,0,,,7.1,314.5,,314.5,,,61,operational,c_n_tula,fuel_oil,31-central
tula_tc_u2,thermal_fuel_oil,01-central,10,0,,,7.1,314.5,,314.5,,,62,operational,c_n_tula,fuel_oil,31-central
tula_tc_u3,thermal_fuel_oil,01-central,10,0,,,7.1,307.6,,307.6,,,63,operational,c_n_tula,fuel_oil,31-central
tula_tc_u4,thermal_fuel_oil,01-central,10,0,,,7.1,307.6,,307.6,,,64,operational,c_n_tula,fuel_oil,31-central
tula_tc_u5,thermal_fuel_oil,01-central,10,0,,,7.1,285.9,,285.9,,,65,operational,c_n_tula,fuel_oil,31-central
valle_de_mexico,combined_cycle_natural_gas,01-central,11.3,0,,,7.7,534.5,,534.5,,,66,operational,g,natural_gas,31-central
valle_de_mexico_tc_u1,thermal_fuel_oil,01-central,9.5,0,,,7.1,140.4,,140.4,,,67,operational,c_n_tula,fuel_oil,31-central
valle_de_mexico_tc_u2,thermal_fuel_oil,01-central,9.5,0,,,7.1,140.4,,140.4,,,68,operational,c_n_tula,fuel_oil,31-central
valle_de_mexico_tc_u3,thermal_fuel_oil,01-central,9.5,0,,,7.1,140.4,,140.4,,,69,operational,c_n_tula,fuel_oil,31-central
vallejo_lyfc,gas_turbine_natural_gas,01-central,10,0,,,5.5,31.2,,31.2,,,70,operational,g_central,natural_gas,31-central
victoria_lyfc,gas_turbine_natural_gas,01-central,10.1,0,,,5.5,31.2,,31.2,,,71,operational,g_central,natural_gas,31-central
villa_de_las_flores_lyfc,gas_turbine_natural_gas,01-central,10.6,0,,,5.5,31.2,,31.2,,,72,operational,g_central,natural_gas,31-central
la_yesca,hydroelectric,03-occidental,0,0,,,1,656.7,,656.7,,,73,operational,,,23-guadalajara
guerrero_negro_ii_tgmovil,gas_turbine_diesel,10-baja_california_sur-mulege,27.8,0,,,5.5,12.2,,12.2,,,74,operational,d_bcn,diesel,53-mulege
guerrero_negro_eolica,eolic,10-baja_california_sur-mulege,0,0,,,0,0.1,,0.1,,,75,operational,,,53-mulege
sta_rosalia,solar,10-baja_california_sur-mulege,0,0,,,0,1,,1,,,76,operational,,,53-mulege
u_movil_cfe-ume,gas_turbine_diesel,10-baja_california_sur-mulege,11.9,0,,,5.5,55.6,,55.6,,,77,operational,d_bcn,diesel,53-mulege
u_movil_de_emergencia_ume-18,internal_combustion_fuel_oil,10-baja_california_sur-mulege,10.3,0,,,7.4,1.5,,1.5,,,78,operational,c_n_vizc,fuel_oil,53-mulege
u_movil_de_emergencia_ume-19,internal_combustion_fuel_oil,10-baja_california_sur-mulege,10.3,0,,,7.4,1.5,,1.5,,,79,operational,c_n_vizc,fuel_oil,53-mulege
u_movil_de_emergencia_ume-20,internal_combustion_fuel_oil,10-baja_california_sur-mulege,10.3,0,,,7.4,1.5,,1.5,,,80,operational,c_n_vizc,fuel_oil,53-mulege
vizcaino,gas_turbine_diesel,10-baja_california_sur-mulege,37.2,0,,,5.5,13.7,,13.7,,,81,operational,d_bcn,diesel,53-mulege
caracol,hydroelectric,02-oriental,0,0,,,1,525.4,,525.4,,,82,operational,,,35-acapulco
chavez_u1,gas_turbine_natural_gas,05-norte,24.8,0,,,5.5,13.7,,13.7,,,83,operational,zzon_nort,natural_gas,11-laguna
chavez_u2,gas_turbine_natural_gas,05-norte,24.8,0,,,5.5,13.7,,13.7,,,84,operational,zzon_nort,natural_gas,11-laguna
chihuahua_ii,combined_cycle_natural_gas,05-norte,6.9,0,,,7.7,602.7,,602.7,,,85,operational,zzon_nort,natural_gas,09-chihuahua
huites,hydroelectric,04-noroeste,0,0,,,1,105,,105,,,86,operational,,,03-obregon
francisco_villa_u4,thermal_fuel_oil,05-norte,11,0,,,7.1,140.4,,140.4,,,87,operational,c_n_chih,fuel_oil,09-chihuahua
francisco_villa_u5,thermal_fuel_oil,05-norte,11,0,,,7.1,140.4,,140.4,,,88,operational,c_n_chih,fuel_oil,09-chihuahua
gomez_palacio,combined_cycle_natural_gas,05-norte,9.7,0,,,7.7,233.6,,233.6,,,89,operational,zzon_nort,natural_gas,11-laguna
industrial_juarez,gas_turbine_natural_gas,05-norte,19.1,0,,,5.5,17.6,,17.6,,,90,operational,zzon_nort,natural_gas,07-juarez
la_laguna_ii,combined_cycle_natural_gas,05-norte,8,0,,,7.7,483.6,,483.6,,,91,operational,zzon_nort,natural_gas,11-laguna
la_laguna_u1_tg,gas_turbine_natural_gas,05-norte,19.5,0,,,5.5,13.7,,13.7,,,92,operational,zzon_nort,natural_gas,11-laguna
la_laguna_u2_tg,gas_turbine_natural_gas,05-norte,19.5,0,,,5.5,13.7,,13.7,,,93,operational,zzon_nort,natural_gas,11-laguna
la_laguna_u3_tg,gas_turbine_natural_gas,05-norte,19.5,0,,,5.5,13.7,,13.7,,,94,operational,zzon_nort,natural_gas,11-laguna
la_laguna_u4_tg,gas_turbine_natural_gas,05-norte,19.5,0,,,5.5,13.7,,13.7,,,95,operational,zzon_nort,natural_gas,11-laguna
lerdo_u1,thermal_fuel_oil,05-norte,10.6,0,,,7.1,149.8,,149.8,,,96,operational,c_n_gpal,fuel_oil,11-laguna
lerdo_u2,thermal_fuel_oil,05-norte,10.6,0,,,7.1,149.8,,149.8,,,97,operational,c_n_gpal,fuel_oil,11-laguna
norte_ii,combined_cycle_natural_gas,05-norte,7,0,,,7.7,420,,420,,,98,operational,zzon_nort,natural_gas,09-chihuahua
norte,combined_cycle_natural_gas,05-norte,7.3,0,,,7.7,437,,437,,,99,operational,zzon_nort,natural_gas,10-durango
parque_u2,gas_turbine_diesel,05-norte,26.9,0,,,5.5,17.6,,17.6,,,100,operational,d_naciona,diesel,07-juarez
parque_u3,gas_turbine_diesel,05-norte,26.9,0,,,5.5,12.7,,12.7,,,101,operational,d_naciona,diesel,07-juarez
parque_u4,gas_turbine_diesel,05-norte,9.6,0,,,5.5,27.3,,27.3,,,102,operational,d_naciona,diesel,07-juarez
samalayuca_ii,combined_cycle_natural_gas,05-norte,7.9,0,,,7.7,507.7,,507.7,,,103,operational,zzon_nort,natural_gas,07-juarez
samalayuca_u1,thermal_fuel_oil,05-norte,11.5,0,,,7.1,147.9,,147.9,,,104,operational,c_n_sama,fuel_oil,07-juarez
samalayuca_u2,thermal_fuel_oil,05-norte,11.5,0,,,7.1,147.9,,147.9,,,105,operational,c_n_sama,fuel_oil,07-juarez
transalta_chihuahua_iii,combined_cycle_natural_gas,05-norte,8.6,0,,,7.7,252.3,,252.3,,,106,operational,zzon_nort,natural_gas,07-juarez
penitas,hydroelectric,02-oriental,0,0,,,1,367.8,,367.8,,,107,operational,,,38-tabasco
temascal,hydroelectric,02-oriental,0,0,,,1,310,,310,,,108,operational,,,36-temascal
culiacan,gas_turbine_diesel,04-noroeste,15.4,0,,,5.5,29.3,,29.3,,,109,operational,d_naciona,diesel,05-culiacan
villita,hydroelectric,03-occidental,0,0,,,1,280.2,,280.2,,,110,operational,,,29-lazaro_cardenas
zimapan,hydroelectric,03-occidental,0,0,,,1,253.1,,253.1,,,111,operational,,,30-queretaro
fuerza_y_energia_de_hermosillo,combined_cycle_natural_gas,04-noroeste,7,0,,,7.7,243.5,,243.5,,,112,operational,zzon_noro,natural_gas,01-hermosillo
guaymas_ii_u1,thermal_fuel_oil,04-noroeste,10.8,0,,,7.1,78.7,,78.7,,,113,operational,c_n_guay,fuel_oil,03-obregon
guaymas_ii_u2,thermal_fuel_oil,04-noroeste,10.8,0,,,7.1,78.7,,78.7,,,114,operational,c_n_guay,fuel_oil,03-obregon
guaymas_ii_u3,thermal_fuel_oil,04-noroeste,10.8,0,,,7.1,147.9,,147.9,,,115,operational,c_n_guay,fuel_oil,03-obregon
guaymas_ii_u4,thermal_fuel_oil,04-noroeste,10.8,0,,,7.1,147.9,,147.9,,,116,operational,c_n_guay,fuel_oil,03-obregon
hermosillo,combined_cycle_natural_gas,04-noroeste,7.3,0,,,7.7,221.1,,221.1,,,117,operational,zzon_noro,natural_gas,01-hermosillo
agua_prieta,hydroelectric,03-occidental,0,0,,,1,184.4,,184.4,,,118,operational,,,23-guadalajara
mazatepec,hydroelectric,02-oriental,0,0,,,1,169,,169,,,119,operational,,,32-poza_rica
industrial_caborca_u1,gas_turbine_diesel,04-noroeste,20.7,0,,,5.5,11.7,,11.7,,,120,operational,d_naciona,diesel,01-hermosillo
industrial_caborca_u2,gas_turbine_diesel,04-noroeste,20.7,0,,,5.5,29.3,,29.3,,,121,operational,d_naciona,diesel,01-hermosillo
mazatlan_ii_u1,thermal_fuel_oil,04-noroeste,10.5,0,,,7.1,147.9,,147.9,,,122,operational,c_n_maza,fuel_oil,06-mazatlan
mazatlan_ii_u2,thermal_fuel_oil,04-noroeste,10.5,0,,,7.1,147.9,,147.9,,,123,operational,c_n_maza,fuel_oil,06-mazatlan
mazatlan_ii_u3,thermal_fuel_oil,04-noroeste,10.5,0,,,7.1,285.9,,285.9,,,124,operational,c_n_maza,fuel_oil,06-mazatlan
el_novillo,hydroelectric,04-noroeste,0,0,,,1,33.2,,33.2,,,125,operational,,,01-hermosillo
naco_nogales,combined_cycle_natural_gas,04-noroeste,7.1,0,,,7.7,251.3,,251.3,,,126,operational,zzon_noro,natural_gas,02-cananea
necaxa,hydroelectric,02-oriental,0,0,,,1,83.7,,83.7,,,127,operational,,,32-poza_rica
puerto_libertad_u1,thermal_fuel_oil,04-noroeste,10.4,0,,,7.1,147.9,,147.9,,,128,operational,c_n_plibe,fuel_oil,01-hermosillo
puerto_libertad_u2,thermal_fuel_oil,04-noroeste,10.4,0,,,7.1,147.9,,147.9,,,129,operational,c_n_plibe,fuel_oil,01-hermosillo
puerto_libertad_u3,thermal_fuel_oil,04-noroeste,10.4,0,,,7.1,147.9,,147.9,,,130,operational,c_n_plibe,fuel_oil,01-hermosillo
puerto_libertad_u4,thermal_fuel_oil,04-noroeste,10.4,0,,,7.1,147.9,,147.9,,,131,operational,c_n_plibe,fuel_oil,01-hermosillo
comedero,hydroelectric,04-noroeste,0,0,,,1,24.6,,24.6,,,132,operational,,,05-culiacan
topolobampo_ii_u1,thermal_fuel_oil,04-noroeste,10.3,0,,,7.1,149.8,,149.8,,,133,operational,c_n_topo,fuel_oil,04-los_mochis
topolobampo_ii_u2,thermal_fuel_oil,04-noroeste,10.3,0,,,7.1,149.8,,149.8,,,134,operational,c_n_topo,fuel_oil,04-los_mochis
yecora_u1,internal_combustion_fuel_oil,04-noroeste,12.2,0,,,7.4,0.2,,0.2,,,135,operational,c_n_guay,fuel_oil,03-obregon
yecora_u2,internal_combustion_fuel_oil,04-noroeste,12.2,0,,,7.4,0.2,,0.2,,,136,operational,c_n_guay,fuel_oil,03-obregon
yecora_u3,internal_combustion_fuel_oil,04-noroeste,12.2,0,,,7.4,0.6,,0.6,,,137,operational,c_n_guay,fuel_oil,03-obregon
yecora_u4,internal_combustion_fuel_oil,04-noroeste,12.2,0,,,7.4,0.6,,0.6,,,138,operational,c_n_guay,fuel_oil,03-obregon
altamira_ii,combined_cycle_natural_gas,06-noreste,7.4,0,,,7.7,480.7,,480.7,,,139,operational,gn_altam,natural_gas,19-huasteca
altamira_iii_y_iv,combined_cycle_natural_gas,06-noreste,7.3,0,,,7.7,1004.9,,1004.9,,,140,operational,gn_altam,natural_gas,19-huasteca
altamira_v,combined_cycle_natural_gas,06-noreste,7.4,0,,,7.7,1087.4,,1087.4,,,141,operational,gn_altam,natural_gas,19-huasteca
altamira_u3,thermal_fuel_oil,06-noreste,11.1,0,,,7.1,234,,234,,,142,operational,c_n_alta,fuel_oil,19-huasteca
altamira_u4,thermal_fuel_oil,06-noreste,11.1,0,,,7.1,234,,234,,,143,operational,c_n_alta,fuel_oil,19-huasteca
carbon_ii_u1,carboelectric_coal,06-noreste,10.2,0,,,6.4,335,,335,,,144,operational,ca_i_car2,coal,12-rio_escondido
carbon_ii_u2,carboelectric_coal,06-noreste,10.2,0,,,6.4,335,,335,,,145,operational,ca_i_car2,coal,12-rio_escondido
carbon_ii_u3,carboelectric_coal,06-noreste,10.2,0,,,6.4,335,,335,,,146,operational,ca_i_car2,coal,12-rio_escondido
carbon_ii_u4,carboelectric_coal,06-noreste,10.2,0,,,6.4,335,,335,,,147,operational,ca_i_car2,coal,12-rio_escondido
bacurato,hydroelectric,04-noroeste,0,0,,,1,22.7,,22.7,,,148,operational,,,04-los_mochis
humaya,hydroelectric,04-noroeste,0,0,,,1,22.2,,22.2,,,149,operational,,,05-culiacan
cupatitzio,hydroelectric,03-occidental,0,0,,,1,61.5,,61.5,,,150,operational,,,28-carapan
fundidora,gas_turbine_natural_gas,06-noreste,21.6,0,,,5.5,11.7,,11.7,,,151,operational,g_ahnrr,natural_gas,16-monterrey
huinala_ii,combined_cycle_natural_gas,06-noreste,6.6,0,,,7.7,457.5,,457.5,,,152,operational,g_ahnrr,natural_gas,16-monterrey
huinala,combined_cycle_natural_gas,06-noreste,9.8,0,,,7.7,366.3,,366.3,,,153,operational,g_ahnrr,natural_gas,16-monterrey
huinala_tg,gas_turbine_natural_gas,06-noreste,11.3,0,,,5.5,148.4,,148.4,,,154,operational,g_ahnrr,natural_gas,16-monterrey
lerma,hydroelectric,01-central,0,0,,,1,56.9,,56.9,,,155,operational,,,31-central
leona_u1,gas_turbine_natural_gas,06-noreste,22.2,0,,,5.5,11.7,,11.7,,,156,operational,g_ahnrr,natural_gas,16-monterrey
leona_u2,gas_turbine_natural_gas,06-noreste,22.2,0,,,5.5,11.7,,11.7,,,157,operational,g_ahnrr,natural_gas,16-monterrey
santa_rosa,hydroelectric,03-occidental,0,0,,,1,53.8,,53.8,,,158,operational,,,23-guadalajara
monclova_u1,gas_turbine_natural_gas,06-noreste,18.7,0,,,5.5,17.6,,17.6,,,159,operational,g_ahnrr,natural_gas,12-rio_escondido
monclova_u2,gas_turbine_natural_gas,06-noreste,18.7,0,,,5.5,29.3,,29.3,,,160,operational,g_ahnrr,natural_gas,12-rio_escondido
monterrey_iii,combined_cycle_natural_gas,06-noreste,7.7,0,,,7.7,436,,436,,,161,operational,g_ahnrr,natural_gas,16-monterrey
rio_bravo,combined_cycle_natural_gas,06-noreste,10.5,0,,,7.7,205.6,,205.6,,,162,operational,g_ahnrr,natural_gas,14-reynosa
rio_bravo_tc,thermal_natural_gas,06-noreste,10.7,0,,,7.1,285.9,,285.9,,,163,operational,g_ahnrr,natural_gas,14-reynosa
rio_bravo_ii,combined_cycle_natural_gas,06-noreste,7.7,0,,,7.7,480.7,,480.7,,,164,operational,g_ahnrr,natural_gas,15-matamoros
rio_bravo_iii,combined_cycle_natural_gas,06-noreste,7.6,0,,,7.7,480.7,,480.7,,,165,operational,g_ahnrr,natural_gas,15-matamoros
rio_bravo_iv,combined_cycle_natural_gas,06-noreste,7.6,0,,,7.7,485.5,,485.5,,,166,operational,g_ahnrr,natural_gas,15-matamoros
rio_escondido,carboelectric_coal,06-noreste,10.3,0,,,6.4,1148.4,,1148.4,,,167,operational,ca_rioes,coal,12-rio_escondido
saltillo,combined_cycle_natural_gas,06-noreste,7.5,0,,,7.7,239.8,,239.8,,,168,operational,g_ahnrr,natural_gas,17-saltillo
tamazunchale,combined_cycle_natural_gas,06-noreste,7.3,0,,,7.7,1101,,1101,,,169,operational,gn_tamazu,natural_gas,20-tamazunchale
tecnologico,gas_turbine_diesel,06-noreste,15.2,0,,,5.5,25.4,,25.4,,,170,operational,d_naciona,diesel,16-monterrey
universidad_u1,gas_turbine_natural_gas,06-noreste,19.8,0,,,5.5,11.7,,11.7,,,171,operational,g_ahnrr,natural_gas,16-monterrey
universidad_u2,gas_turbine_natural_gas,06-noreste,19.8,0,,,5.5,11.7,,11.7,,,172,operational,g_ahnrr,natural_gas,16-monterrey
el_sauz_ii,combined_cycle_natural_gas,03-occidental,8.3,0,,,7.7,480.7,,480.7,,,173,operational,g_sauzqro,natural_gas,30-queretaro
la_amistad,hydroelectric,06-noreste,0,0,,,1,50.7,,50.7,,,174,operational,,,12-rio_escondido
cobano,hydroelectric,03-occidental,0,0,,,1,46.1,,46.1,,,175,operational,,,29-lazaro_cardenas
el_fuerte,hydroelectric,04-noroeste,0,0,,,1,14.6,,14.6,,,176,operational,,,04-los_mochis
colimilla,hydroelectric,03-occidental,0,0,,,1,39.3,,39.3,,,177,operational,,,23-guadalajara
tepexic,hydroelectric,02-oriental,0,0,,,1,30,,30,,,178,operational,,,34-puebla
cogcoracion_salamanca,gas_turbine_natural_gas,03-occidental,11.8,0,,,5.5,388.7,,388.7,,,179,operational,g_petsal,natural_gas,26-salamanca
patla,hydroelectric,02-oriental,0,0,,,1,28.4,,28.4,,,180,operational,,,32-poza_rica
tuxpango,hydroelectric,02-oriental,0,0,,,1,27.7,,27.7,,,181,operational,,,36-temascal
compania_de_energia_mexicana,hydroelectric,02-oriental,0,0,,,1,27.7,,27.7,,,182,operational,,,32-poza_rica
el_sauz,combined_cycle_natural_gas,03-occidental,6.9,0,,,7.7,575,,575,,,183,operational,g_sauzqro,natural_gas,30-queretaro
huicot,internal_combustion_fuel_oil,03-occidental,10.3,0,,,7.4,1.1,,1.1,,,184,operational,c_i_manza,fuel_oil,22-tepic
falcon,hydroelectric,06-noreste,0,0,,,1,24.2,,24.2,,,185,operational,,,13-nuevo_laredo
electricidad_del_golfo,hydroelectric,02-oriental,0,0,,,1,23,,23,,,186,operational,,,36-temascal
mexicana_de_hidroelectricidad_mexhidro,hydroelectric,02-oriental,0,0,,,1,23,,23,,,187,operational,,,35-acapulco
chilapan,hydroelectric,02-oriental,0,0,,,1,20,,20,,,188,operational,,,37-coatzacoalcos
los_azufres,geothermal,03-occidental,0,0,,,14.1,197.2,,197.2,,,189,operational,,,28-carapan
los_azufres_u2,geothermal,03-occidental,0,0,,,14.1,4.7,,4.7,,,190,operational,,,28-carapan
los_azufres_u6,geothermal,03-occidental,0,0,,,14.1,4.7,,4.7,,,191,operational,,,28-carapan
los_azufres_u8,geothermal,03-occidental,0,0,,,14.1,4.7,,4.7,,,192,operational,,,28-carapan
manzanillo_central,thermal_fuel_oil,03-occidental,10.5,0,,,7.1,667.1,,667.1,,,193,operational,c_i_manza,fuel_oil,27-manzanillo
manzanillo_u3_tc,thermal_fuel_oil,03-occidental,10.5,0,,,7.1,285.9,,285.9,,,194,operational,c_i_manza,fuel_oil,27-manzanillo
manzanillo_u4_tc,thermal_fuel_oil,03-occidental,10.5,0,,,7.1,285.9,,285.9,,,195,operational,c_i_manza,fuel_oil,27-manzanillo
manzanillo_p1,combined_cycle_natural_gas,03-occidental,6.9,0,,,7.7,707.3,,707.3,,,196,operational,g_petsal,natural_gas,27-manzanillo
manzanillo_p2,combined_cycle_natural_gas,03-occidental,6.9,0,,,7.7,707.3,,707.3,,,197,operational,g_petsal,natural_gas,27-manzanillo
